¬
{Hircine}Hircine
{Meriath}Meriath
{Nelos}Nelos
{Otheri}Otheri
{Maryon}Maryon
{Storn}Storn
{Talcar}Talcar
{Tharsten}Tharsten
{Galyn}Galyn
{Mecinar}Mecinar
{Araan}Araan
{Cylben}Cylben
{Heartfang}HeartFang
{Noname}No name
{Unishi} Unishi
{Uthmal} Uthmal
{Zandim} Zandim
{Andrin} Andrin
{Ebarah} Ebarah
{Ramati} Ramati
{Salida} Salida
{Shammin} Shammin
{Ilwan} Ilwan
{Hosni} Hosni
{at-Lehiel} at-Lehiel
{at-Tarin} at-Tarin
{al-Sentinel} al-Sentinel
{al-Kozanset} al-Kozanset
{al-Bergama} al-Bergama
{af-Mubdi} af-Mubdi
{af-Hisham} af-Hisham
{af-Mahala} af-Mahala
{af-Jahannif} af-Jahannif
{al-Rihad} al-Rihad
{at-Kalan} at-Kalan
{af-Nazila} af-Nazila
{af-Bazra} af-Bazra
{af-Katayoun} af-Katayoun
{at-Owynok} at-Owynok
{al-Azif} al-Azif
{at-Amil} at-Amil
{at-Amjad} at-Amjad
{at-Renazh} at-Renazh
{af-Hassef} af-Hassef
{at-Rusa} at-Rusa
{af-Dometri} af-Dometri
{at-Aswala} at-Aswala
{at-Marimah} at-Marimah
{al-Satakalaam} al-Satakalaam
{al-Taneth} al-Taneth
{al-Lainebon} al-Lainebon
{al-Hegathe} al-Hegathe
{af-Angilia} af-Angilia
{af-Whyrdh} af-Whyrdh
{at-Warhpal} at-Warhpal
{af-Haba} af-Haba
{at-Makela} at-Makela
{at-Natedan} at-Natedan
{at-Karim} at-Karim
{at-Phintos} at-Phintos
{at-Nazdar} at-Nazdar
{at-Karim} at-Karim
{al-Hallin} al-Hallin
{at-Nimr} at-Nimr
{al-Hareem} al-Hareem
{at-Gar} at-Gar
{al-Hallen} al-Hallen
{at-Mardeen} at-Mardeen
{at-Nazim} at-Nazim
{at-Tura} at-Tura
{Ahlam}		Ahlam
{Anwen}		Anwen
{Eriana}	Eriana
{Umana}		Umana
{LuahAlSkaven}	Lu'ah
{Ramati}	Ramati
{Sudi}		Sudi
{Salma}		Salma
{Faleen}	Faleen
{Jhonna}	Jhonna
{Kerah}		Kerah
{Atmah}		Atmah
{Yisra}		Yizra
{Saadia}	Sadiah
{Saffir}	Saffir
{Sayma}		Sayma
{Seren}		Seren
{Tonilia}	Tonilia
{Urwa}		Urwa
{Zaria}		Zaria
{Yimaan}	Yman
{An-Zaw}	An-Zaw
{Asum}		Asum
{Bunish}	Bunish
{Busheeus}	Busheeus
{Chiwish}	Chiwish
{Chulz}		Chulz
{Cood-Ai}	Cood-Ai
{Dikus}		Dikus
{Dan-Ru}	Dan-Ru
{Derkitus}	Derkitus
{Eleedal_lei}	Eleedal-Lei
{Beem-Ja}	Beem-Ja
{Gulum-Ai}	Gulum-Ai
{Gah-Julan}	Gah-Julan
{Gam-Kur}	Gam-Kur
{Geel-Lah}	Geel-Lah
{Haran}		Haran
{Hathei}	Hathei
{Heedul}	Heedul
{Jaree-Ra}	Jaree-Ra
{Jhitum-Zeih}	Jhitum-Zeih
{Jilius}	Jilius
{Madesi}	Madesi
{Neetrenaza} Neetrenaza
{Ilas-Tei}	Ilas-Tei
{Inee}		Inee
{Itan}		Itan
{Huzei}		Huzei
{Talen-Jei}	Talen-Jei
{Tanan}		Tanan
{Tee-Lan}	Tee-Lan
{Teegla}	Teegla
{Teeba-Ei}	Teeba-Ei
{Teynaava}	Teynaava
{Veezara}	Veezara
{Veebam-Na}	Veebam-Na
{Vumeek}	Vumeek
{Ah-Meesei}	Ah-Messei
{Ahaht}		Ahaht
{Banalz}	Banalz
{Beekatan}	Beektan
{Cheesh-Meeus}	Cheesh-Meeus
{Deesh-Meeus}	Deesh-Meeus
{El-Lurasha}	El-Lurasha
{Eutei}		Eutei
{Gih-Ja}	Gih-Ja
{Gish}		Gish
{Hul}		Hul
{Jeed-Ei}	Jeed-Ei
{Kal-Ma}	Kal-Ma
{Kasa}		Kasa
{Keel-Raniur} Keel-Raniur
{Meen-Sa}	Meen-Sa
{Nush}		Nush
{Ochiva}	Ochiva
{Okur}		Okur
{On-Wasei}	On-Wasei
{Onasha}	Onasha
{Seen-Rei}	Seen-Rei
{Tasha}		Tasha
{Wusha}		Wusha
{Necromancera}	Necromancer
{Necromancerb}	Necromancer
{Necromancerc}	Necromancer
{Necromancerd}	Necromancer
{Necromancere}	Necromancer
{Necromancerf}	Necromancer
{Necromancerg}	Necromancer
{Necromancerh}	Necromancer
{Necromancerch}	Necromancer
{Necromancerwa}	Necromancer
{Necromancerwb}	Necromancer
{Necromancerwc}	Necromancer
{Necromancerwd}	Necromancer
{Sul-Matuul}	Sul-Matuul
{Urshamusa}	Urshamusa
{Kaushad}	Kaushad
{Ulath-Pal}	Ulath-Pal
{Ababael}	Ababael
{Addammus}	Addammus
{Ahazur}	Ahazur
{Ahaz}		Ahaz
{Ainab}		Ainab
{Ashibaal}	Ashibaal
{Ashu-Ahhe}	Ashu-Ahhe
{Ashur-Dan}	Ashur-Dan
{Assemmus}	Assemmus
{Dutadalk}	Dutadalk
{Emul-Ran}	Emul-Ran
{Esar-Don}	Esar-Don
{Han-Ammu}	Han-Ammu
{Hirarend}	Hirarend
{Kashtes}	Kashtes
{Mabarrabael}	Mabarrabael
{Massarapal}	Massarapal
{Mausur}	Mausur
{Minassour}	Minassour
{Patababi}	Patababi
{Ranabi}	Ranabi
{Sakin}		Sakin
{Sakulerib}	Sakulerib
{Salattanat} Salattanat
{Shabinbael}	Shabinbael
{Shimsun}	Shimsun
{Tinti}		Tinti
{Tubilaik}	Tubilaik
{Tussurradad}	Tussurradad
{Ulabael}	Ulabael
{Ulibabi}	Ulibabi
{Yantus}	Yantus
{Yen}		Yen
{Yenammu}	Yenammu
{Zabamund}	Zabamund
{Zallay}	Zallay
{Zallit}	Zallit
{Timsar-Dadisun}	Timsar-Dadisun
{Assunbahanammu}	Assunbahanammu
{Hansar}		Hansar
{Dunsamsi}		Dunsamsi
{Mannanalit}		Mannanalit
{Ilabael}		Ilabael
{Sanammmasour}		Sanammasour
{Mirpal}		Mirpal
{Zabamat}		Zabamat
{Mirathrernenum}	Mirathrernenum
{Shamirbasour}		Shamirbasour
{Rapli}			Rapli
{Darirnaddunumm}	Darirnaddunumm
{Subaddamael}		Subaddamael
{Ziddak} Ziddak
{Brevasu} Brevasu
{Ginas}	Ginas
{Broder} Broder
{Dreyl}	Dreyl
{Ervas}	Ervas
{Hedrann} Hedrann
{Tirinaat}	Tirinaat
{Bodani} Bodani
{Alivus} Alivus
{Arith-Enl}	Arith-Enl
{Draithsuul}Draithsuul
{Harrinat} Harrinat
{Hlandr} Hlandr
{Issayarul}	Issayarul
{Kaid-Arbul} Kaid-Arbul
{Kinhassur}	Kinhassur
{Marinisuu}	Marinisuu
{Minbid-Dalomo} Minbid-Dalomo
{Munab}	Munab
{Oril} Oril
{Dunhaki} Dunhaki
{Helothan} Helothan
{Givyn} Givyn
{Rothan} Rothan
{Kaliki} Kaliki
{Ahemmusa} Ahemmusa
{Urshulaku} Urshulaku
{Vereansu} Vereansu
{Mabrigash} Mabrigash
{Erabenimsun} Erabenimsun
{Zainab} Zainab
{Kagesh} Kagesh
{Oril} Oril
{Addut-Lamanu}	Addut-Lamanu
{Hainab}		Hainab
{Kammu}			Kammu
{Kummu}			Kummu
{Kurapli}		Kurapli
{Kushishi}		Kushishi
{Lanabi}		Lanabi
{Maeli}			Maeli
{Mamaea}		Mamaea
{Manirai}		Manirai
{Nibani}		Nibani
{Nummu}			Nummu
{Sakiran}		Sakiran
{Sen}			Sen
{Servyn} Servyn
{Senipu}		Senipu
{Shallath-Piremus}	Shallath-Piremus
{Shara}			Shara
{Sinnammu}		Sinnammu
{Sonummu}		Sonummu
{Tunipi}		Tunipi
{Tussi}			Tussi
{Ulibabi}		Ulibabi
{Urshamusa}		Urshamusa
{Yan-Ahhe}		Yan-Ahhe
{Zaba}			Zaba
{Zanummu}		Zanummu
{Zebba}			Zebba
{RY_A}		Red Year
{RY_B}		Red Year
{RY_C}		Red Year
{RY_D}		Red Year
{RY_E}		Red Year
{RY_F}		Red Year
{RY_G}		Red Year
{RY_H}		Red Year
{RY_I}		Red Year
{RY_J}		Red Year
{RY_K}		Red Year
{RY_L}		Red Year
{RY_M}		Red Year
{RY_N}		Red Year
{RY_O}		Red Year
{RY_P}		Red Year
{RY_Q}		Red Year
{RY_R}		Red Year
{RY_S}		Red Year
{RY_T}		Red Year
{RY_U}		Red Year
{RY_V}		Red Year
{RY_W}		Red Year
{RY_X}		Red Year
{RY_Y}		Red Year
{RY_Z}      Red Year
{n}		
{o}		
{t}	
{h}	
{i}	
{n}
{g}
{e}
{l}
{s}
{e}
{n}		
{o}		
{t}	
{h}	
{i}	
{n}
{g}
{e}
{l}
{s}
{e}
{n}		
{o}		
{t}	
{h}	
{i}	
{n}
{g}
{e}
{l}
{s}
{e}
{n}		
{o}		
{t}	
{h}	
{i}	
{n}
{g}
{e}
{l}
{s}
{e}
{n}		
{o}		
{t}	
{h}	
{i}	
{n}
{g}
{e}
{l}
{s}
{e}
{n}		
{o}		
{t}	
{h}	
{i}	
{n}
{g}
{e}
{l}
{s}
{e}
{Darkworth} Darkworth
{Darloc} Darloc
{Falx} Falx
{Ezhmaar} Ezhmaar		
{Vuhon}	Vuhon	
{Irrel}	Irrel
{Brindisi}	Brindisi
{Moraelyn}	Moraelyn
{Barenziah} Barenziah
{Symmachus} Symmachus
{Hlaren} Hlaren
{Athyn} Athyn
{Roris} Roris
{Rythe} Rythe
{Karoodil} Karoodil		
{AdaSoom_Dir-Kamal} Ada'Soom Dir-Kamal		
{Drals}	Drals
{Drayven} Drayven	
{Katarius} Katarius	
{Puril} Puril
{Rangidil} Rangidil
{Galdal} Galdal
{Talen} Talen
{Casik} Casik
{Vaynth} Vaynth
{Kronin} Kronin		
{Cruethys} Cruethys		
{Ephen} Ephen
{Yoriss} Yoriss	
{Pelagius} Pelagius	
{Lian} Lian
{Malkur} Malkur
{Aryon} Aryon
{Frathen} Frathen
{Brar} Brar
{Garis} Garis
{Modryn} Modryn		
{Sul} Sul	
{Dorom}	Dorom
{Ramoran} Ramoran	
{Sarethi} Sarethi
{Lythandas} Lythandas
{Falen} Falen
{Ketil} Ketil
{Omayn} Omayn
{R'Aathim} R'Aathim
{Morgiah} Morgiah
{Llethan} Llethan		
{Vandas} Vandas		
{Lian} Lian
{Valos}	Valos
{Dorthran} Dorthran	
{Brandyl} Brandyl
{Lymdrenn} Lymdrenn
{Miner} Miner
{Oreyn} Oreyn
{Tiber} Tiber
{Kyntyr} Kyntyr
{Kantus} Kantus		
{Antiochus}	Antiochus	
{Cephorus} Cephorus	
{Agnorith} Agnorith	
{Magnus} Magnus	
{Cassynder} Cassynder
{Kastav} Kastav
{Morihathus} Morihathus
{Amiel} Amiel
{Galanus} Galanus
{Potema} Potema			
{Mantiarco}	Mantiarco	
{Jolethe} Jolethe		
{Gallivere}	Gallivere
{Andorak} Andorak
{Ulfe}	Ulfe
{Moricar} Moricar
{Leovic} Leovic
{Vulstaed} Vulstaed
{Alessius} Alessius
{Pomptinus} Pomptinus
{Palatinus} Palatinus		
{Hannibal} Hannibal		
{Bendus} Bendus	
{Vasi} Vasi	
{Zurin}	Zurin
{Thules} Thules
{Hierem} Hierem
{Cuhlecain} Cuhlecain
{Reman} Reman
{Juilek} Juilek
{Brazollus_Dor} Brazollus Dor
{Belharz} Belharz		
{Morihaus} Morihaus	
{Hestrus} Hestrus	
{Marukh} Marukh
{Gorieus} Gorieus
{Rislav} Rislav
{Ami-El} Ami-El
{Fervidius} Fervidius
{Versidue-Shaie} Versidue-Shaie
{Savrien-Chorak} Savirien-Chorak
{Dinieras-Ves} Dinieras-Ves
{Mhorus} Mhorus	
{Justinius} Justinius		
{Dorald} Dorald	
{Fasil}	Fasil
{Pelinal} Pelinal	
{Haderus} Haderus
{Crassius} Crassius
{Pottreid} Pottreid
{Senecus} Senecus
{Trebonius} Trebonius
{Prossos} Prossos		
{Takar}	Takar	
{Gulan}	Gulan
{Evernal} Evernal	
{Florius} Florius
{Pundus} Pundus
{Remar} Remar
{Nial} Nial
{Tertius} Tertius
{Ethten} Ethten
{Arcus} Arcus		
{Brennus} Brennus		
{Falcus} Falcus	
{Aronil} Aronil	
{Arges}	Arges
{Ylver}	Ylver
{Jeril} Jeril
{Lariat} Lariat
{Gersen} Gersen
{Quintilla} Quintilla
{Traven} Traven
{Olo} Olo	
{Richton} Richton		
{Hadrach} Hadrach		
{Arctus} Arctus	
{Larich} Larich	
{Pinder} Pinder	
{Curio} Curio
{Goddkey} Goddkey
{Artorius} Artorius
{Vineben} Vineben
{Larsus} Larsus
{Marall} Marall
{Sextius} Sextius	
{Ione} Ione	
{Kintyra} Kintyra
{Katariah} Katariah
{Morihatha} Morihatha	
{Galana} Galana
{Potema} Potema
{Gysilla} Gysilla
{Magna} Magna
{Hellena} Hellena
{Utheilla} Utheilla
{Bianki} Bianki		
{Thonica} Thonica	
{Calaxes} Calaxes	
{Gemile} Gemile	
{Eloisa} Eloisa
{Lynada} Lynada
{Belene} Belene
{Thagore} Thagore
{Donel} Donel
{Anton} Anton
{Maxevian} Maxevian
{Bergamot} Bergamot		
{Folbert} Folbert		
{Mortyn} Mortyn	
{Gothlyr} Gothlyr	
{Tristycor} Tristycor	
{Pelin} Pelin
{Yric} Yric
{Blaise} Blaise
{Senhyn} Senhyn
{Camaron} Camaron
{Mogref} Mogref			
{Graddock} Graddock		
{Vanech} Vanech		
{Myniser} Myniser	
{Ranser} Ranser	
{Antoiane} Antoiane	
{Brusef} Brusef
{Gallivere} Gallivere
{Springheel} Springheel
{Movarth} Movarth
{Edward} Edward
{Othrok} Othrok		
{Tag} Tag		
{Larat}	Larat	
{Flowdys} Flowdys	
{Dubois} Dubois
{Amelion} Amelion	
{Shano} Shano
{Jakben} Jakben
{Piquine} Piquine
{Hoinart} Hoinart
{Kelmena} Kelmena
{Annaig} Annaig
{Golkarr} Golkarr		
{Baloth} Baloth		
{Garnag} Garnag	
{Mauloch} Mauloch	
{Thulgeg} Thulgeg
{Urmuk} Urmuk
{Kharag} Kharag
{Urmug} Urmug
{gro-Khar} gro-Khar
{Jinninji} Jinninji
{Zebiden} Zebiden	
{Ri'Datta} Ri'Datta		
{Vaekar} Vaekar		
{Molag_Kena} Molag Kena	
{Malivus} Malivus
{Fyrre}	Fyrre
{Cendelin} Cendelin
{Karoodil} Karoodil
{Asliel} Asliel
{Cygnus} Cygnus
{Raven} Raven
{Urvwen} Urvwen
{Pelladil} Pelladil		
{Jovron} Jovron		
{Medora} Medora	
{Vorian} Vorian	
{Peregrine}	Peregrine
{Corvus} Corvus
{Anumaril} Anumaril
{Hadhuul} Hadhuul
{Tjurhane} Tjurhane
{Malborn} Malborn
{Beech} Beech
{Faume} Faume		
{Oreyn} Oreyn		
{Allen}	Allen
{Urken}	Urken
{Glirion} Glirion	
{Draeg} Draeg
{Toad-Eye} Toad-Eye
{Benoch} Benoch
{Ysmir} Ysmir
{Borgas} Borgas
{Hoag} Hoag
{Kjoric} Kjoric		
{Vrage}	 Vrage	
{Harald} Harald	
{Hanse}	Hanse
{Gellir} Gellir	
{Ysgramor} Ysgramor
{Jurgen} Jurgen
{Ylgar} Ylgar
{Yngol} Yngol
{Hjalti} Hjalti
{Bathorgh} Bathorgh
{Amodeth} Amodeth		
{Thone}	 Thone	
{Vhokken} Vhokken	
{Thongvor} Thongvor	
{Svartr} Svartr	
{Svargrim} Svargrim
{Hjalmer} Hjalmer
{Olaf} Olaf
{Logrolf} Logrolf
{Erling} Erling
{Freyd} Freyd				
{Thian}	Thian	
{Asurn}	 Asurn	
{Elgryr} Elgryr	
{Hosgunn} Hosgunn
{Sven} Sven	
{Jonni} Jonni
{Yngling} Yngling
{Derek} Derek
{Drengr} Drengr
{Heimdall} Heimdall
{Hranvard} Hranvard
{Hrothmund}	Hrothmund	
{Ingjaldr} Ingjaldr		
{Jofrior} Jofrior	
{Jorg} Jorg	
{Mith} Mith
{Skorm} Skorm
{Strom} Strom
{Tor} Tor
{Ulfg} Ulfg
{Early-Beard} Early-Beard
{Ice-Breaker} Ice-Breaker
{Asvensen} Asvensen		
{Freydis} Freydis		
{Dagoth_Voryn} Dagoth Voryn	
{Cyrus}	Cyrus
{Yaghoub} Yaghoub
{Thassad} Thassad
{A'tor} A'tor
{Akorith} Akorith
{Caacthe} Caacthe
{Arlimaher} Arlimaher
{Blubamk} Blubamk
{Frandar} Frandar		
{Xakhwan} Xakhwan		
{Haqmir} Haqmir	
{Sameer} Sameer	
{Razul}	Razul
{Tarish-Zi} Tarish-Zi
{Tahmin} Tahmin
{Satameh} Satameh
{Kalam} Kalam
{Hasar} Hasar
{Huzar} Huzar
{Adiar} Adiar	
{Mamireh} Mamireh	
{Akamon} Akamon	
{Roshadon} Roshadon	
{Rok'dun} Rok'dun
{Shehai} Shehai
{Radan} Radan
{Halelah} Halelah
{Majah} Majah
{Saeel} Saeel
{Yamanu-ko}	Yamanu-ko	
{Gaiden} Gaiden		
{Shavke} Shavke	
{Cirroc} Cirroc	
{Corda} Corda
{Af-Saryat} Af-Saryat
{Divad} Divad
{Hean} Hean
{Mailic} Mailic
{A'kor} A'kor
{Randic} Randic		
{Sai} Sai	
{Mansel} Mansel	
{Abah} Abah	
{Hubalajad}	Hubalajad
{Derik} Derik
{Hira} Hira
{Fortunat} Fortunat
{Voa} Voa
{Yszara} Yszara
{Volag} Volag
{Shinji} Shinji		
{Sesnit} Sesnit		
{Torn} Torn
{Sahan}	Sahan
{at-Aswala}	at-Aswala
{Hallin} Hallin
{ap Dugal} ap Dugal
{Mere-Glim} Mere-Glim
{Amusei} Amusei
{Bramman} Bramman
{Derkeethus} Derkeethus		
{Gulum-Ei} Gulum-Ei		
{Tsleeixth} Tsleeixth	
{Quajalil} Quajalil
{Xhon-Mehl}	Xhon-Mehl
{Yx} Yx
{Ginasa} Ginasa
{Lifts-Her-Tail} Lifts-Her-Tail
{Ocheeva} Ocheeva
{Durcorach} Durcorach
{Styriche} Styriche
{Venerien} Venerien
{Hunding} Hunding		
{Madanach}	 Madanach	
{Rhel}	Rhel
{Elde} Elde
{Troivois} Troivois
{Branquette} Branquette	
{Moile}	 Moile
{Fulvert}	Fulvert
{Falin} Falin
{Heseph} Heseph
{Esmark} Esmark	
{Rihad} Rihad	
{Behrouz} Behrouz
{Zizzeen} Zizzeen
{Ramzi} Ramzi
{Ar-Azal} Ar-Azal
{Ja-Fr} Ja-Fr
{Zageeb} Zageeb	
{Ebrahim} Ebrahim
{Murahd} Murahd
{Makala} Makala
{Ulbazar} Ulbazar
{Glathis} Glathis	
{Arslan} Arslan
{Janev}	Janev	
{Hurlburt}	Hurlburt
{Phylgeon} Phylgeon
{Janece} Janece
{Janeve} Janeve	
{Iphilia} Iphilia	
{Xznotell} Xznotell
{Duneir} Duneir
{Ykal} Ykal
{Marruz} Marruz
{Velark} Velark
{Druitularg} Druitularg	
{Gnilokelo} Gnilokelo
{Kixathi} Kixathi
{Dregas_Volar} Dregas Volar
{Dritularg} Dritularg
{Erunas} Erunas
{Grexev} Grexev
{Ifriz} Ifriz	
{Kehothar} Kehothar
{Kyngogurth}	Kyngogurth	
{Tuzunkykz}	Tuzunkykz
{Verkynvayl} Verkynvayl
{Vregas} Vregas
{Vyrotesn} Vyrotesn
{Xiven} Xiven	
{Torinaan} Torinaan	
{Varaine} Varaine
{Farangel}	Farangel
{Tristore}	Tristore
{Jiub} Jiub
{Eddar}	Eddar
{Axius}	Axius
{Olin}	Olin
{Vel} Vel
{Rena} Rena
{Turpis} Turpis
{Villius} Villius
{Exoraeus} Exoraeus
{Shukul} Shukul
{Lom} Lom
{Dumolg} Dumolg
{Bormolg} Bormolg
{gro-Bagol}	gro-Bagol
{gro-Agluk} gro-Agluk
{gro-Grush} gro-Grush	
{Eplear} Eplear
{Farangel}	Farangel
{Nightingale} Nightingale
{Wulfharth} Wulfharth
{Torradan}	Torradan
{al-Natedan} al-Natedan
{ap_Dugal} ap Dugal
{Phyllocid} Phyllocid
{Fereshtah} Fereshtah
{Arlimahera} Arlimahera
{Fanesh} Fanesh
{Za-Rifah} Za-Rifah
{Ghol} Ghol
{Sonnummu} Sonnummu
{Primus} Primus
{Sextus} Sextus
{Spartacus}	Spartacus
{Solomon} Solomon
{Pontius} Pontius	
{Abraham} Abraham
{Isaac}	Isaac
{Esau} Esau
{Moses} Moses
{Aaron}	Aaron
{Nautius} Nautius
{Oxynta} Oxynta
{Juva} Juva
{Jubal} Jubal
{Abdimilki} Abdimilki
{Abascantus} Abascantus
{Decemius} Decemius
{Posthumus} Posthumus
{Dentupes} Dentupes
{Deopus} Deopus
{Desakenthos} Desakenthos
{Dita}	Dita
{Diazelmis} Diazelmis
{Diazenis} Diazenis	
{Rhaskos} Rhaskos
{Rhaskuporis} Rhaskuporis
{Rescuturme} Rescuturme
{Rhesus} Rhesus
{Satres} Satres
{Sautes} Sautes
{Skaris} Skaris
{Skílas} Skílas
{Beth} Beth
{Rebecca} Rebecca
{Bendis} Bendis
{Serapia} Serapia
{Dana} Dana
{Afina} Afina
{Birkita} Birkita
{Branka} Branka
{Devnet} Devnet
{Fallon} Fallon
{Hestia} Hestia
{Karia}	Karia
{Bendidora} Bendidora
{Cerzula} Cerzula
{Dentysyka}	Dentysyka
{Eptarys} Eptarys
{Eptesyka} Eptesyka
{Ketripora} Ketripora
{Mokasokos} Mokasokos
{Aengvir} Aengvir
{Thaurron} Thaurron
{Angulion} Angulion
{Flyte} Flyte
{Coulder} Coulder
{Eno} Eno
{Relen} Relen
{Caius} Caius
{Cosades} Cosades
{Sellus} Sellus
{Gravius} Gravius
{Burd} Burd
{gro-Shagrat} gro-Shagrat
{gro-Burgan} gro-Burgan
{DroTassarr} DroTassarr
{Sinyaramen} Sinyaramen
{Orben} Orben
{Girduin}	Girduin
{Urunil} Urunil
{Nordinor} Nordinor
{Orchendor} Orchendor
{ShaggyBreeches} ShaggyBreeches
{Rockbreaker} Rockbreaker
{Theldyn} Theldyn
{Rackham} Rackham
{Harth} Harth
{af-Tasa} af-Tasa
{Hawker} Hawker
{Ruuz} Ruuz
{Moon} Moon
{Kavar} Kavar
{Asheeus} Asheeus
{Baladas} Baladas
{Demnevanni} Demnevanni
{Sendu} Sendu
{Vhosek} Vhosek
{Tharsten} Tharsten
{Marcelus} Marcelus
{Stenric} Stenric
{Marcelle} Marcelle
{Tristynak} Tristynak
{Olsien} Olsien
{Renchant} Renchant
{Falienne} Falienne
{Harcon} Harcon
{Numara} Numara
{Hemakar} Hemakar
{Svana} Svana
{Svan} Svan
{Zhar_Tuslaz} Z'har Tuslaz
{Meric} Meric
{Renmus} Renmus
{Khamira} Khamira
{Khamir} Khamir
{Alwinarwe} Alwinarwe
{Alwinar} Alwinar
{Caddach} Caddach
{Flaccus} Flaccus
{Talemelier} Talemelier
{Emarie} Emarie
{Silane} Silane
{Isran} Isran
{High_Councillor} High Councillor
{Dungeon} My Little Dungeon  
{Kagrenzel} Kagrenzel
{Dungeonb} Ansilvund
{Dungeonc} Tolvald's Cave
{BoulderfallCave} Boulderfall Cave 
{OldOrsinium} Old Orsinium
{EndlessStair} Endless Stair
{PlanarVortex} Planar Vortex
{ReaverCitadel} Reaver Citadel
{VaultOfMadness} Vault of Madness
{HollowCity} Hollow City
{GreatShackle} Great Shackle
{LightlessOubliette} Lightless Oubliette
{MoonlessWalk} Moonless Walk
{TowerOfLies} Tower Of Lies
{BlackForge} Black Forge 
{AbaLoria} Aba-Loria 
{FontOfSchemes} Font Of Schemes
{CourtOfContempt} Court Of Contempt
{GrottoOfDepravity} Grotto Of Depravity
{EverfullFlagon} Everfull Flagon
{CliffsOfFailure} Cliffs Of Failure
{VillageOfTheLost} Village Of The Lost 
{SigilTower} Sigil Tower
{SigilKeep} Sigil Keep
{BloodFountain} Blood Fountain
{SigillumSanguis} Sigillum Sanguis
{RendingHalls} Rending Halls
{CorridorsOfDarkSalvation} Corridors Of Dark Salvation
{DeadHalls} Dead Halls
{DesolationsEnd} Desolations End
{BroodingFortress} Brooding Fortress
{ChaosStronghold} Chaos Stronghold
{BloodFeast} Blood Feast
{FleshSpire} Flesh Spire
{OblivionGatea} Oblivion Gate
{OblivionGateb} Oblivion Gate
{OblivionGatec} Oblivion Gate
{OblivionGated} Oblivion Gate 
{OblivionGatee} Oblivion Gate 
{OblivionGatef} Oblivion Gate 
{OblivionGateg} Oblivion Gate 
{OblivionGateh} Oblivion Gate 
{OblivionGatech} Oblivion Gate 
{OblivionGatei} Oblivion Gate 
{OblivionGatej} Oblivion Gate 
{WastenCoraldale} Wasten Coraldale
{Karnwasten} Karnwasten
{DirenniAcropolis} Direnni Acropolis
{EtonNirGrotto} Eton Nir Grotto
{Tor-Hame-Khard} Tor-Hame-Khard 
{WelenkinCove} Welenkin Cove
{Alaxon'ald} Alaxon'ald
{AldMora} Ald Mora
{BanishedCells} Banished Cells
{CastleRilis} Castle Rilis
{Torinaan} Torinaan
{Tanzelwil} Tanzelwil
{Enduiin} Enduiin 
{CityOfAsh} City Of Ash
{Hectahame} Hectahame
{EldenHollow} Elden Hollow
{OssuaryOfTelacar} Ossuary Of Telacar
{Laeloria} Laeloria
{ShadowsCrawl} Shadows Crawl
{Jathsogur} Jathsogur
{Ragnthar} Ragnthar
{Abamath} Abamath
{TempestIsland} Tempest Island
{Grayhome} Grayhome Castle
{MaormerCamp} Maormer Camp 
{FortSphinxmoth} Fort Sphinxmoth
{MawOfLorkhaj} Maw of Lorkhaj
{Moonmont} Moonmont
{RimmenNecropolis} Rimmen Necropolis
{FortVashr} Fort Vashr
{Dragonhold} Dragonhold
{DoomstoneKeep} Doomstone Keep
{MoongraveFane} Moongrave Fane
{Sunspire} Sunspire
{TombOfTheSerpents} Tomb Of The Serpents 
{Norg-Tzel} Norg-Tzel
{RuinsOfMazzatum} Ruins Of Mazzatum
{ArxCorinium} Arx Corinium
{AgacephTemple} Agaceph Temple
{AtanazRuins} Atanaz Ruins
{Loriasel} Loriasel
{BlackrosePrison} Blackrose Prison
{TeethOfSithis} Teeth Of Sithis
{EldAngavar} Eld Angavar
{Ten-Maur-Wolk} Ten-Maur-Wolk
{CradleOfShadows} Cradle Of Shadows 
{TempleOfMiraak} Temple Of Miraak
{Assarnatamat} Assarnatamat
{Kvazmunduncharz} Kvazmunduncharz
{Siridunbal} Siridunbal
{Assarhun} Assarhun
{Nchardumz} Nchardumz
{Yansirramus} Yansirramus
{AldDaedroth} Ald Daedroth
{Endussal} Endussal
{Ashalmawia} Ashalmawia
{Bthuand} Bthuand
{Nchuleftingth} Nchuleftingth
{StonefangIsle} Stonefang Isle
{MephalasNest} Mephala's Nest
{FungalGrotto} Fungal Grotto
{Bthanual} Bthanual
{Mzithmuz} Mzithmuz
{DarkshadeCaverns} Darkshade Caverns
{CraneShore} Crane Shore 
{Mzinchaleft} Mzinchaleft
{Korvanjund} Korvanjund
{HillgrundsTomb} Hillgrund's Tomb
{Valthume} Valthume
{Karthspire} Karthspire
{FortHraggstad} Fort Hraggstad
{Ragnvald} Ragnvald
{ForgottenVale} Forgotten Vale
{AncientsAscent} Ancient's Ascent 
{Eyeevea} Eyeevea 
{IlesanTower} IlesanTower
{BeldamaWyrdTree} Beldama Wyrd Tree 
{FarwatchTower} Farwatch Tower
{CathBedraud} Cath Bedraud
{Spindleclutch} Spindleclutch
{Doomcrag} Doomcrag
{LightlessRemmant} Lightless Remmant
{Erokii} Erokii
{CryptOfHearts} Crypt Of Hearts
{PariahCatacombs} Pariah Catacombs
{LorkrataFortress} Lorkrata Fortress
{ScalecallerPeak} Scalecaller Peak
